5,29
5,17
5,13
5,19
5,22
5,23
6,14
6,18
6,21
6,19
6,16
6,16
7,21
7,27
7,21
7,27
7,17
7,20
8,27
8,19
8,20
8,22
8,14
8,12
9,34
9,43
9,27
9,32
9,18
9,19
10,24
11,38
12,44
13,45
14,35
15,44
10,29
11,31
12,46
13,52
14,41
15,58
10,23
11,33
12,48
13,61
14,45
15,56
10,26
11,36
12,56
13,43
14,47
15,58
10,26
11,23
12,35
13,47
14,58
15,52
10,29
11,32
12,52
13,53
14,46
15,56
